,actors,average,country,director,genre,language,link,release_date,runtime,title,votes,writer
1,"['罗伯托·贝尼尼', '尼可莱塔·布拉斯基', '乔治·坎塔里尼', '朱斯蒂诺·杜拉诺', '赛尔乔·比尼·布斯特里克', '玛丽萨·帕雷德斯', '霍斯特·布赫霍尔茨', '利迪娅·阿方西', '朱利亚娜·洛约迪切', '亚美利哥·丰塔尼', '彼得·德·席尔瓦', '弗朗西斯·古佐', '拉法埃拉·莱博罗尼', '克劳迪奥·阿方西', '吉尔·巴罗尼', '马西莫·比安奇', '恩尼奥·孔萨尔维', '吉安卡尔洛·科森蒂诺', '阿伦·克雷格', '汉尼斯·赫尔曼', '弗兰科·梅斯科利尼', '安东尼奥·普雷斯特', '吉娜·诺维勒', '理查德·塞梅尔', '安德烈提多娜', '迪尔克·范登贝格', '奥梅罗·安东努蒂']",9.5, 意大利,罗伯托·贝尼尼,"['剧情', '喜剧', '爱情', '战争']", 意大利语 / 德语 / 英语,https://movie.douban.com/subject/1292063/,2020-01-03(中国大陆),116分钟,美丽人生 La vita è bella,985715,"['温琴佐·切拉米', '罗伯托·贝尼尼']"
2,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '艾伦·瑞克曼', '玛吉·史密斯', '汤姆·费尔顿', '伊恩·哈特', '理查德·哈里斯', '约翰·赫特', '罗彼·考特拉尼', '朱丽·沃特斯', '邦妮·怀特', '约翰·克立斯', '肖恩·比格斯代夫']",9, 美国 / 英国,克里斯·哥伦布,"['奇幻', '冒险']", 英语,https://movie.douban.com/subject/1295038/,2002-01-26(中国大陆),152分钟,哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,687818,"['史蒂夫·克洛夫斯', 'J·K·罗琳']"
3,"['马里奥·卡萨斯', '阿娜·瓦格纳', '何塞·科罗纳多', '巴巴拉·莱涅', '弗兰塞斯克·奥雷利亚', '帕科·图斯', '大卫·塞尔瓦斯', '伊尼戈·加斯特西', '圣·耶拉莫斯', '马内尔·杜维索', '布兰卡·马丁内斯', '佩雷·布拉索', '霍尔迪·布鲁内特', '鲍比·冈萨雷斯', '玛蒂娜·乌尔塔多']",8.8, 西班牙,奥里奥尔·保罗,"['剧情', '悬疑', '惊悚', '犯罪']", 西班牙语,https://movie.douban.com/subject/26580232/,2017-09-15(中国大陆),106分钟,看不见的客人 Contratiempo,853223,['奥里奥尔·保罗']
4,"['沈腾', '宋芸桦', '张一鸣', '张晨光', '常远', '魏翔', '赵自强', '九孔', '李立群', '王成思', '徐冬冬', '艾伦', '杨皓宇', '黄才伦', '王力宏', '包贝尔', '郎咸平', '张绍刚', '杨文哲', '陶亮', '王赞', '黄杨', '刘鉴', '杨沅翰', '林炳宝', '骆佳', '陈昊明', '臧一人']",6.6, 中国大陆,闫非,['喜剧'], 汉语普通话,https://movie.douban.com/subject/27605698/,2018-07-27(中国大陆),118分钟,西虹市首富,794773,"['闫非', '彭大魔', '林炳宝']"
5,"['周星驰', '元秋', '元华', '黄圣依', '梁小龙', '陈国坤', '田启文', '林子聪', '林雪', '冯克安', '释彦能', '冯小刚', '袁祥仁', '张一白', '赵志凌', '董志华', '何文辉', '陈凯师', '贾康熙', '林子善', '任珈锐', '王仕颖']",8.6, 中国大陆 / 中国香港,周星驰,"['喜剧', '动作', '犯罪', '奇幻']", 粤语 / 汉语普通话 / 手语,https://movie.douban.com/subject/1291543/,2004-12-23(中国大陆/中国香港),100分钟(3D重映),功夫,693383,"['曾瑾昌', '陈文强', '周星驰', '霍昕']"
6,"['萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗', '米歇尔·罗德里格兹', '吉奥瓦尼·瑞比西', '乔·大卫·摩尔 ', '希·庞德', '韦斯·斯塔迪', '拉兹·阿隆索', '迪利普·劳', '马特·杰拉德', '肖恩·安东尼·莫兰']",8.7, 美国 / 英国,詹姆斯·卡梅隆,"['动作', '科幻', '冒险']", 英语 / 西班牙语,https://movie.douban.com/subject/1652587/,2010-01-04(中国大陆),162分钟,阿凡达 Avatar,968179,['詹姆斯·卡梅隆']
8,"['倍赏千惠子', '木村拓哉', '美轮明宏', '我修院达也', '神木隆之介', '伊崎充则', '大泉洋', '大塚明夫', '原田大二郎', '加藤治子', '都筑香弥子']",9.1, 日本,宫崎骏,"['动画', '奇幻', '冒险']", 日语,https://movie.douban.com/subject/1308807/,2004-09-05(威尼斯电影节),119分钟,哈尔的移动城堡 ハウルの動く城,715324,"['宫崎骏', '吉田玲子', '黛安娜·温恩·琼斯']"
9,"['王宝强', '刘昊然', '肖央', '刘承羽', '尚语贤', '王迅', '妻夫木聪', '迈克尔·皮特', '白灵', '元华', '曾江', '王成思', '杨金赐', '范湉湉', '佟丽娅', '陈思诚']",6.7, 中国大陆,陈思诚,"['喜剧', '动作', '悬疑']", 汉语普通话,https://movie.douban.com/subject/26698897/,2018-02-16(中国大陆),121分钟,唐人街探案2,706605,['陈思诚']
10,"['宋智孝', '金武烈', '艺秀晶', '许俊硕', '李海云', '崔英佑', '李济延', '崔尚熏', '苏熙静', '张宋允', '徐贤宇']",6.5, 韩国,孙元平,"['悬疑', '惊悚']", 韩语,https://movie.douban.com/subject/34845342/,2020-06-04(韩国),102分钟,侵入者 ???,16087,['孙元平']
11,"['张译', '黄景瑜', '海清', '杜江', '蒋璐霞', '尹昉', '王强', '郭家豪', '王雨甜', '麦亨利', '张涵予', '王彦霖']",8.3, 中国大陆 / 中国香港,林超贤,"['动作', '战争']", 汉语普通话 / 阿拉伯语 / 英语 / 索马里语 / 粤语,https://movie.douban.com/subject/26861685/,2018-02-16(中国大陆),138分钟,红海行动,822539,"['冯骥', '陈珠珠', '林明杰']"
12,"['小罗伯特·唐尼', '克里斯·埃文斯', '马克·鲁弗洛', '克里斯·海姆斯沃斯', '斯嘉丽·约翰逊', '杰瑞米·雷纳', '保罗·路德', '凯伦·吉兰', '唐·钱德尔', '布丽·拉尔森', '布莱德利·库珀', '泰莎·汤普森', '汤姆·赫兰德', '伊丽莎白·奥尔森', '本尼迪克特·康伯巴奇', '蒂尔达·斯文顿', '格温妮斯·帕特洛', '蕾妮·罗素', '约翰·斯拉特里', '查德维克·博斯曼', '安东尼·麦凯', '塞巴斯蒂安·斯坦', '克里斯·帕拉特', '汤姆·希德勒斯顿', '佐伊·索尔达娜', '丹娜·奎里拉', '本尼迪克特·王', '庞·克莱门捷夫', '戴夫·巴蒂斯塔', '利蒂希娅·赖特', '伊万杰琳·莉莉', '乔恩·费儒', '海莉·阿特维尔', '娜塔莉·波特曼', '玛丽莎·托梅', '塔伊加·维迪提', '安吉拉·贝塞特', '迈克尔·道格拉斯', '米歇尔·菲佛', '威廉·赫特', '寇碧·史莫德斯', '肖恩·古恩', '温斯顿·杜克', '琳达·卡德里尼', '马克斯米利亚诺·赫尔南德斯', '弗兰克·格里罗', '真田广之', '汤姆-沃恩-劳勒', '詹姆斯·达西', '雅各布·巴特朗', '范·迪塞尔', '罗伯特·雷德福', '乔什·布洛林', '塞缪尔·杰克逊', '伊薇特·尼科尔·布朗', '卡梅伦·布鲁姆布罗', '蒂莫西·卡尔', '凯瑞·康顿', '迈克尔·A·库克', '凯莉·库恩', '艾玛·福尔曼', '雷纳·加拉赫', '丹妮拉·加斯基', '郑肯', '小弗洛伊德·安东尼·约翰', '斯坦·李', '罗斯·马昆德', '布伦特·麦吉', '迈克尔·皮耶里诺·米勒', '卡兰·马尔韦', '泰瑞·诺塔里', '吉米·雷·皮肯斯', '迈克尔·詹姆斯·肖', '泰·辛普金斯', '格雷格·蒂芬']",8.5, 美国,安东尼·罗素,"['剧情', '动作', '科幻', '奇幻', '冒险']", 英语 / 日语 / 科萨语,https://movie.douban.com/subject/26100958/,2019-04-24(中国大陆),181分钟,复仇者联盟4：终局之战 Avengers: Endgame,856393,"['克里斯托弗·马库斯', '斯蒂芬·麦克菲利', '斯坦·李', '杰克·科比', '吉姆·斯特林']"
13,"['肖央', '谭卓', '陈冲', '姜皓文', '秦沛', '边天扬', '许文姗', '张熙然', '施名帅', '黄健玮', '陈志朋']",7.7, 中国大陆,柯汶利,"['剧情', '悬疑', '犯罪']", 汉语普通话,https://movie.douban.com/subject/30176393/,2019-12-13(中国大陆),112分钟,误杀,573080,"['杨薇薇', '翟培', '李鹏', '范凯华', '秦语谦', '雷声']"
14,"['华金·菲尼克斯', '罗伯特·德尼罗', '马克·马龙', '莎姬·贝兹', '谢伊·惠格姆', '弗兰西丝·康罗伊', '布莱恩·考伦', '布莱恩·泰里·亨利', '布莱特·卡伦', '道格拉斯·霍奇斯', '格伦·弗莱施勒', '比尔·坎普', '乔什·帕斯', '但丁·佩雷拉-奥尔森', '玛丽·凯特·马拉特', '迈克尔·本茨', '莎珑·华盛顿', '桑德拉·詹姆斯', '托尼·赫德', '曼德拉·贝拉米', '乔·奥克曼', '卡尔·伦德施泰特', '米克·奥罗克', '大卫·吉布森', '伊万·罗萨多', '安妮·比萨比亚', '布莱斯·科里根', '乔恩·道格拉斯·雷尼', '艾恩斯利·丹恩', '杰森·约翰·奇卡莱塞']",8.7, 美国 / 加拿大,托德·菲利普斯,"['剧情', '惊悚', '犯罪']", 英语,https://movie.douban.com/subject/27119724/,2019-08-31(威尼斯电影节),122分钟,小丑 Joker,723747,"['托德·菲利普斯', '斯科特·西尔弗', '鲍勃·凯恩', '比尔·芬格', '杰瑞·罗宾逊']"
15,"['沈腾', '马丽', '尹正', '艾伦', '王智', '田雨', '宋阳', '常远', '李萍', '李立群', '张一鸣', '马小茜', '赵震', '董良瑜', '刘坤', '黄才伦', '陈昊明', '陆林洁', '王成思', '刘金', '刘立东', '杨欢', '宁幻秋', '温森', '陶柏', '许猛', '嫣红', '刘叶舟', '王硕', '马驰', '周展翅', '周华安', '顾佳欣', '易波', '一戈', '姜田丰', '郭恩强', '常世奎', '于健', '王琦', '赵雪', '陶亮', '黄杨', '陆羊', '王军', '刘子凡', '刘笑竹', '卢莹', '张广洁', '方菲菲', '许登雨', '朱波', '肖扬', '魏翔', '江夏', '吴江', '张辰', '王野', '贾悦明', '王翡', '简姗姗', '申琴子', '尹星人', '桂百惠', '管亚鑫', '彭泽言', '王思浩', '关鹏', '桂琛', '朱磊', '徐贤任', '田川', '李哲']",7.7, 中国大陆,闫非,"['喜剧', '爱情']", 汉语普通话,https://movie.douban.com/subject/25964071/,2015-09-30(中国大陆),104分钟,夏洛特烦恼,675832,"['闫非', '彭大魔']"
16,"['史蒂夫·卡瑞尔', '杰森·席格尔', '拉塞尔·布兰德', '朱莉·安德鲁斯', '威尔·阿奈特', '克里斯汀·韦格', '米兰达·卡斯格拉夫', '达纳·盖尔', '艾尔西·费舍尔', '皮埃尔·柯芬', '克里斯·雷纳德', '杰梅奈·克莱门特', '杰克·麦克布瑞尔', '丹尼·麦克布莱德', '敏迪·卡灵', '罗布·许贝尔', '肯·道里欧', '郑肯']",8.6, 美国 / 法国,皮埃尔·柯芬,"['喜剧', '动画', '冒险']", 英语,https://movie.douban.com/subject/3287562/,2010-06-20(莫斯科电影节),95分钟,神偷奶爸 Despicable Me,716699,"['肯·道里欧', '塞尔希奥·巴勃罗斯', '辛科·保罗']"
17,"['苏拉·沙玛', '伊尔凡·可汗', '拉菲·斯波', '阿迪勒·侯赛因', '塔布', '阿尤什·坦东', '加塔姆·贝鲁尔', '阿彦·汗', '穆德·阿巴斯·卡勒里', '维比什·希瓦库玛', '热拉尔·德帕迪约', '詹姆斯·塞托', '俊·奈托', '安德里亚·迪·斯戴法诺', '沙拉万提·塞纳特', '王柏杰', '柯一正', '黄健玮']",9.1, 美国 / 中国台湾 / 英国 / 加拿大,李安,"['剧情', '奇幻', '冒险']", 英语 / 泰米尔语 / 法语 / 日语 / 印地语 / 汉语普通话,https://movie.douban.com/subject/1929463/,2012-11-22(中国大陆),127分钟,少年派的奇幻漂流 Life of Pi,1044292,"['扬·马特尔', '大卫·麦基']"
18,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '理查德·格雷弗斯', '费奥纳·肖', '托比·琼斯', '朱丽·沃特斯', '邦妮·怀特', '詹森·艾萨克', '肯尼思·布拉纳', '艾伦·瑞克曼', '理查德·哈里斯', '玛吉·史密斯', '约翰·克立斯', '肖恩·比格斯代夫', '克里斯·兰金', '克里斯蒂安·库尔森']",8.6, 美国 / 英国 / 德国,克里斯·哥伦布,"['奇幻', '冒险']", 英语,https://movie.douban.com/subject/1296996/,2003-01-24(中国大陆),161分钟,哈利·波特与密室 Harry Potter and the Chamber of Secrets,426339,"['史蒂夫·克洛夫斯', 'J·K·罗琳']"
19,"['连姆·尼森', '本·金斯利', '拉尔夫·费因斯', '卡罗琳·古多尔', '乔纳森·萨加尔', '艾伯丝·戴维兹', '马尔戈萨·格贝尔', '马克·伊瓦涅', '碧翠斯·马科拉', '安德烈·瑟韦林', '弗里德里希·冯·图恩', '克齐斯茨托夫·拉夫特', '诺伯特·魏塞尔']",9.5, 美国,史蒂文·斯皮尔伯格,"['剧情', '历史', '战争']", 英语 / 希伯来语 / 德语 / 波兰语,https://movie.douban.com/subject/1295124/,1993-11-30(华盛顿首映),195分钟,辛德勒的名单 Schindler's List,801605,"['托马斯·肯尼利', '斯蒂文·泽里安']"
0,"['沈腾', '黄景瑜', '尹正', '张本煜', '尹昉', '田雨', '魏翔', '赵文瑄', '腾格尔', '易小星', '李庆誉', '高华阳', '刘帅良', '李玲玉', '何穗', '潘晓婷', '田原', '李春嫒', '冯绍峰']",6.9, 中国大陆,韩寒,['喜剧'], 汉语普通话 / 英语,https://movie.douban.com/subject/30163509/,2019-02-05(中国大陆),98分钟,飞驰人生,743804,['韩寒']
1,"['王宝强', '刘昊然', '佟丽娅', '陈赫', '肖央', '小沈阳', '潘粤明', '马浴柯', '张子枫', '赵英俊', '桑平', '金士杰', '大鹏', '张国强', '李叶青', '陈祉希']",7.6, 中国大陆,陈思诚,"['喜剧', '动作', '悬疑']", 汉语普通话 / 泰语 / 英语,https://movie.douban.com/subject/26311973/,2015-12-31(中国大陆),135分钟,唐人街探案,585205,"['陈思诚', '程佳客', '刘凯', '白鹤']"
2,"['张涵予', '欧豪', '杜江', '袁泉', '张天爱', '李沁', '雅玫', '杨祺如', '高戈', '黄志忠', '朱亚文', '李现', '焦俊艳', '吴樾', '阚清子', '李岷城', '冯文娟', '陈数', '杨颖', '余皑磊', '关晓彤', '刘浩', '伊拉尔·帕萨', '亚历克斯·皮希汀', '赵亮', '周波']",6.7, 中国大陆,刘伟强,"['剧情', '传记', '灾难']", 汉语普通话 / 藏语 / 英语 / 四川话,https://movie.douban.com/subject/30295905/,2019-09-30(中国大陆),111分钟,中国机长,589221,['于勇敢']
3,"['陈建斌', '任素汐', '潘斌龙', '章宇', '王砚辉', '九孔', '马吟吟', '程怡', '宁桓宇', '邓恩熙', '谢波', '范翔', '赵梓冲', '史策', '马睿瀚', '林海', '邓钢']",8.1, 中国大陆,饶晓志,"['剧情', '喜剧']", 汉语普通话 / 贵州话,https://movie.douban.com/subject/27110296/,2018-11-16(中国大陆),108分钟,无名之辈,827666,"['饶晓志', '雷志龙']"
4,"['任素汐', '大力', '刘帅良', '裴魁山', '阿如那', '韩彦博', '卜冠今', '王堃', '高阳', '苏千越', '麦亚瑟', '王峰']",8.3, 中国大陆,周申,"['剧情', '喜剧']", 汉语普通话,https://movie.douban.com/subject/25921812/,2016-10-28(中国大陆),111分钟,驴得水,675024,"['周申', '刘露']"
5,"['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒', '杰米·钟', '小达蒙·韦恩斯', '珍尼希斯·罗德里格兹', '詹姆斯·克伦威尔', '艾伦·图代克', '玛娅·鲁道夫', '亚布拉哈姆·本鲁比', '凯蒂·洛斯', '比利·布什', '丹尼尔·吉尔森', '保罗·布里格斯']",8.7, 美国,唐·霍尔,"['喜剧', '动作', '科幻', '动画', '冒险']", 英语,https://movie.douban.com/subject/11026735/,2015-02-28(中国大陆),102分钟,超能陆战队 Big Hero 6,720182,"['乔丹·罗伯茨', '丹尼尔·吉尔森', '罗伯特·L·贝尔德']"
6,"['周星驰', '张柏芝', '莫文蔚', '吴孟达', '林子善', '田启文', '李兆基', '成龙', '李思捷', '郑文辉']",8.7, 中国香港,周星驰,"['剧情', '喜剧', '爱情']", 粤语,https://movie.douban.com/subject/1302425/,1999-02-13(中国香港),89分钟,喜剧之王 喜劇之王,684529,"['曾瑾昌', '周星驰', '李敏', '郑文辉', '冯勉恒', '梁嘉杰']"
7,"['吴京', '弗兰克·格里罗', '吴刚', '张翰', '卢靖姗', '丁海峰', '淳于珊珊', '余男', '于谦', '石兆琪', '海蒂·莫尼梅克', '奥列格·普鲁迪乌斯', '艾伦·托尼', '赛尔·哈里斯', '高明', '王森', '苇青', '程愫', '张永达', '郭秋成', '杜建桥', '周冠廷', '安·詹姆斯', '黛安娜·希拉', '孙率航', '张馨月', '关海龙', '安妮塔·斯图尔特', '特雷弗·琼斯', '奥斯汀·普里斯特', '克莱·方特诺特', '保罗·艾力卡', '丹尼尔·哈格里夫', '李镇男', '庄小龙', '陈云志', '肯尼迪']",7.1, 中国大陆,吴京,"['动作', '战争']", 汉语普通话 / 英语,https://movie.douban.com/subject/26363254/,2017-07-27(中国大陆),123分钟,战狼2,737726,"['吴京', '董群', '刘毅']"
8,"['克里斯蒂安·贝尔', '希斯·莱杰', '艾伦·艾克哈特', '迈克尔·凯恩', '玛吉·吉伦哈尔', '加里·奥德曼', '摩根·弗里曼', '莫尼克·加布里埃拉·库尔内', '罗恩·迪恩', '基里安·墨菲', '黄经汉', '内斯特·卡博内尔', '埃里克·罗伯茨', '里特奇·科斯特', '安东尼·迈克尔·豪尔', '基斯·斯扎拉巴基克', '柯林·麦克法兰', '约书亚·哈尔托', '美琳达·麦格劳', '内森·甘宝', '迈克尔·维约', '迈克尔·斯托扬诺夫', '威廉·斯米利', '丹尼·高德林', '迈克尔·加·怀特', '马修·奥尼尔', '威廉·菲克纳', '欧鲁米基·欧拉乌米', '格雷格·比姆', '爱利克·赫尔曼', '毕崔斯·罗森', '文森佐·尼克力', '陈冠希']",9.2, 美国 / 英国,克里斯托弗·诺兰,"['剧情', '动作', '科幻', '惊悚', '犯罪']", 英语 / 汉语普通话,https://movie.douban.com/subject/1851857/,2008-07-14(纽约首映),152分钟,蝙蝠侠：黑暗骑士 The Dark Knight,751127,"['乔纳森·诺兰', '克里斯托弗·诺兰', '大卫·S·高耶']"
9,"['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特', '乔纳森·普雷斯']",8.8, 美国,戈尔·维宾斯基,"['动作', '奇幻', '冒险']", 英语,https://movie.douban.com/subject/1298070/,2003-11-21(中国大陆),143 分钟,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,644110,"['泰德·艾略特', '特里·鲁西奥', '斯图尔特·贝亚蒂耶', '杰·沃尔伯特']"
10,"['肖战', '李沁', '孟美岐', '唐艺昕', '刘端端', '李燊', '代旭', '邱心志', '姜大卫', '陈孝萱', '徐少强', '叶童', '梁家仁', '包小松', '陈立唯', '熊欣欣', '李熙', '谢辰', '何政庭', '张智坤', '孟子荻', '马佳玛尧', '张本煜', '李昕岳', '翟玉博']",4.5, 中国大陆,程小东,"['爱情', '奇幻', '古装']", 汉语普通话,https://movie.douban.com/subject/25779217/,2019-09-13(中国大陆),101分钟,诛仙1 诛仙 Ⅰ,551198,"['申捷', '宋朝云']"
11,"['孔侑', '郑有美', '金贤秀', '郑仁絮', '白承焕', '张光', '金民尚', '林贤成', '金周灵', '严孝燮', '全国焕', '崔镇浩', '金志映', '严智星', '许在浩', '张素妍']",9.3, 韩国,黄东赫,['剧情'], 韩语,https://movie.douban.com/subject/5912992/,2011-09-22(韩国),125分钟,熔炉 ???,680373,"['黄东赫', '孔枝泳']"
