,actors,average,country,director,genre,language,link,release_date,runtime,title,votes,writer
19,"['Mark Harmon', 'William Baldwin', 'Chris Noth', 'James Woods', 'Gina Torres', 'Bruce Davison']",7.5, 美国,刘山姆,"['动作', '科幻', '动画']", 英语,https://movie.douban.com/subject/3988857/,2010-02-23(美国),USA: 75 分钟,正义联盟：两个地球的危机 Justice League: Crisis on Two Earths,7267,['Dwayne McDuffie']
0,"['茱丽叶特·斯蒂文森', '埃里克斯·劳瑟', '菲尼克斯·布罗萨德', '芬巴尔·林奇', '妮雅姆·库萨克', '帕特里斯·朱伊夫', '纪尧姆·托博']",7.5, 英国 / 法国,安德鲁·斯特格奥,"['爱情', '同性', '家庭']", 英语 / 法语,https://movie.douban.com/subject/26331185/,2015-10-09(伦敦电影节),109分钟,离别是美丽的 Departure,7741,['安德鲁·斯特格奥']
1,"['森川智之', '三木真一郎', '井上和彦', '铃木千寻', '杉田智和', '羽多野涉', '柿原彻也', '伊藤健太郎', '成田剑']",, 日本,新田义方,"['动画', '同性']", 日语,,2005-03-31(日本),,拥抱春天的罗曼史 春を抱いていた,,"['渡边麻实', '新田祐克']"
2,"['吉拉育·拉翁马尼', '帕查拉·奇拉锡瓦特', '娜塔莎·劳佳姆', '萨瓦特·博拉娜波拉特', '纳帕·崇金达柴', '甘·纯郝哇', 'Touchchavit Kunkrachang', 'Tossaporn Chertkeitkong', '安嘉莎·蒙坤莎麦', '奔弘·奔提维此弓', 'Tanat Palakul', 'Warinthorn Makhornsirisri', 'Parnphirat Phadungcharoen', 'Thanachai Ujjin', 'Anon Saisangcharn', 'Ekarat Wongcharat', 'Artiwara Kongmalai', 'Tanachai Tantrakul', 'Tanadol Changsawek', 'Suchatti Janed', 'Ittipong Kridakorn Na Ayudhaya', '功博·占乍伦', 'Natthanat Hiransomboon', '妮帕婉·苔薇朋莎婉', 'Luckana Siriwong', 'Thitipan Kamplasiri', 'Kaewtip Saengol', 'Jutarmas Klongkitroj', 'Ben Khasagrid', '埃迪森·特斯利卡森', 'Panayu Kunvanlee']",7.3, 泰国,查亚诺普·布恩帕拉科布,"['喜剧', '爱情', '音乐']", 泰语,https://movie.douban.com/subject/5977789/,2011-03-17(泰国),130分钟,音为爱 SuckSeed ???????????,22509,"['查亚诺普·布恩帕拉科布', '汤萨蓬·逖提拿坎', 'Nottapon Boonprakob', 'Siwawut Sewatanon', 'Panayu Kunvanlee']"
3,"['马修·古迪', '劳拉·朱利安-博克斯', '艾伦·麦肯纳', '佩内洛普·威尔顿', '艾米丽·沃森', '汤姆·威尔金森', '莎拉·加顿', '古古·姆巴塔-劳', '米兰达·理查森', '詹姆斯·诺顿', '汤姆·费尔顿', '萨姆·里德', '詹姆斯·诺斯科特']",7.3, 英国,阿马·阿桑特,['剧情'], 英语,https://movie.douban.com/subject/10767696/,2013-09-08(多伦多电影节),104分钟,佳人蓓尔 Belle,3338,['米桑·萨吉']
4,"['方力申', '邓丽欣', '吴佩慈', '陈秀珠', '傅颖', '侯莎莎', '关之彤', '魏骏杰', '谭俊彦', '唐宁', '王祖蓝']",7.2, 中国香港,叶念琛,"['喜剧', '爱情']", 粤语,https://movie.douban.com/subject/3012257/,2006/3/23,96 分钟,独家试爱 獨家試愛,35093,['叶念琛']
5,"['谢霆锋', '曾志伟', '舒淇', '谷祖琳', '吴君如', '陈惠敏', '李灿森', '冯德伦', '尹子维', '陈慧琳', '黄秋生', '金燕玲', '张达明', '谷德昭']",7.2, 中国香港,叶锦鸿,"['剧情', '爱情']", 粤语,https://movie.douban.com/subject/1304469/,1999-11-05(中国香港),101分钟,半支烟 半支煙,21378,['叶锦鸿']
6,"['希亚·拉博夫', '杰夫·布里吉斯', '佐伊·丹斯切尔', '乔恩·海德', '詹姆斯·伍兹']",7.2, 美国,艾什·布兰农,"['喜剧', '动画', '家庭', '运动']", 英语,https://movie.douban.com/subject/1870681/,2007-06-08(美国),85 分钟,冲浪企鹅 Surf's Up,11342,"['艾什·布兰农', '克里斯·巴克', '唐·莱默', '克里斯托弗·詹金斯']"
7,"['海伦·米伦', '欧姆·普瑞', '曼尼什·达亚尔', '夏洛特·勒·邦', '阿米特·沙阿', '法尔扎纳·杜阿·鄂雷恩', '米歇尔·布朗', '克莱门特·史鲍尼', '樊尚·埃尔巴兹', '玖熹·查瓦拉']",7.1, 美国,拉斯·霍尔斯道姆,['剧情'], 英语 / 法语 / 北印度语,https://movie.douban.com/subject/24844032/,2014-08-08(美国),122分钟,米其林情缘 The Hundred-Foot Journey,16685,"['斯蒂文·奈特', '理查德·C·莫莱斯']"
8,"['罗伯特·帕丁森', '本·萨弗迪', '泰丽尔·韦伯斯特', '詹妮弗·杰森·李', '巴克德·阿巴蒂', '内可罗', '苏利芒·西尔·萨瓦内', '菲尔·卡帕多拉', '肖恩·雷伊', '巴迪·杜瑞斯', '马科斯·A·冈萨雷斯', '克利夫·莫伊伦', '埃德加·莫雷斯', '卢卡斯·艾略特·艾博尔']",7.1, 美国,本·萨弗迪,"['剧情', '犯罪']", 英语,https://movie.douban.com/subject/26528871/,2017-05-25(戛纳电影节),101分钟,好时光 Good Time,10148,"['罗纳德·布隆斯坦', '约书亚·萨弗迪']"
9,"['刘青云', '吴镇宇', '高捷', '李蕙敏', '陈法蓉', '钱嘉乐', '曹永廉', '关宝慧', '金扬桦', '容锦昌']",7.1, 中国香港,林岭东,"['剧情', '动作']", 粤语,https://movie.douban.com/subject/1298492/,1997-07-18(中国香港),98分钟,高度戒备 高度戒備,7931,"['林岭东', '刘永健']"
10,"['贾森·比格斯', '伍迪·艾伦', '克里斯蒂娜·里奇', '丹尼·德维托']",7.1, 美国 / 法国 / 英国,伍迪·艾伦,"['喜剧', '爱情']", 英语,https://movie.douban.com/subject/1308484/,2003-08-27(威尼斯电影节),108 分钟,奇招尽出 Anything Else,4943,['伍迪·艾伦']
11,"['李天熙', '金赛纶', '金雅纶', '凯特·特波']",7, 韩国,李尚宇,['剧情'], 英语 / 韩语,https://movie.douban.com/subject/6514083/,2012-10-25(韩国),98分钟,芭比 ??,8259,['李尚宇']
12,"['佐藤浩市', '星野真里', '佐野史郎', '羽田美智子', '木村多江', '真木阳子', '南果步']",7, 日本,落合正幸,"['剧情', '恐怖']", 日语,https://movie.douban.com/subject/1423035/,2004/10/2,98分钟,感染,8530,"['落合正幸', '君塚良一']"
13,"['帕特里克·斯图尔特', '乔纳森·弗雷克斯', '布伦特·斯皮内', 'LeVar Burton', '玛丽娜·赛提斯', '汤姆·哈迪']",7, 美国,斯图尔特·贝尔德,"['动作', '科幻', '惊悚']", 英语,https://movie.douban.com/subject/1296702/,2002/12/13,116 分钟,星际旅行10：复仇女神 Star Trek: Nemesis,6508,['约翰·洛根']
14,"['亚历山大·库兹涅佐夫', '维塔利·哈耶夫', 'Evgeniya Kregzhde', '米哈伊尔·戈尔沃伊', 'Yelena Shevchenko', '伊戈尔·格拉布佐夫', '亚历山大·亚·多莫加罗夫']",7, 俄罗斯,Kirill Sokolov,"['剧情', '喜剧', '惊悚']", 俄语,https://movie.douban.com/subject/30386892/,2018-08-13(维堡电影节),100分钟,"为何不去死 Папа, сдохни",1925,['Kirill Sokolov']
15,"['Pitchanart Sakakorn', 'Apasiri Nitibhon', 'Penpak Sirikul']",6.9, 泰国,蒙松,"['悬疑', '惊悚', '恐怖']", 泰语,https://movie.douban.com/subject/2030563/,2006/10/12,108 分钟,吓死鬼 ????????,13531,"['蒙松', 'Sompope Vejchapipat']"
16,"['李畅', '郝星棋', '斯琴高娃', '褚栓忠', '王建国', '阎青妤', '高军', '韩三明']",6.9, 中国大陆,徐啸力,"['剧情', '喜剧']", 汉语普通话,https://movie.douban.com/subject/30167129/,2017-12-18(中国澳门电影节),104分钟,荒城纪,9275,"['闻燕', '莫争', '徐加欣']"
17,"['扎克瑞·戈登', '瑞秋·哈里斯', '戴文·博斯蒂克', '罗伯特·卡普荣', '佩顿·李斯特', '斯蒂夫·扎恩']",6.9, 美国 / 加拿大,大卫·博维斯,"['喜剧', '家庭']", 英语,https://movie.douban.com/subject/10428476/,2012-08-03(美国),94分钟,小屁孩日记3 Diary of a Wimpy Kid: Dog Days,7876,"['玛雅·福布斯', '华莱士·沃洛达斯基', '杰夫·金尼']"
18,"['米歇尔·布凯', '樊尚·罗蒂埃', '克丽丝塔·特瑞特', '罗曼娜·波琳热', '托马斯·多雷']",6.9, 法国,吉尔·布尔多,"['剧情', '传记']", 法语,https://movie.douban.com/subject/10742456/,2012-05-25(戛纳电影节),111分钟,雷诺阿 Renoir,5395,"['吉尔·布尔多', '热罗姆·托内尔']"
19,"['郭富城', '杨采妮', '吴澋滔', '林熙蕾', '秦海璐', '许茹芸', '徐天佑']",6.8, 中国香港 / 马来西亚,谭家明,"['剧情', '家庭']", 粤语 / 汉语普通话,https://movie.douban.com/subject/1727557/,2006-11-30(中国香港),150 分钟(釜山电影节),父子,27062,"['谭家明', '田开良']"
0,"['奥利维亚·库克', '安娜·科托', '达伦·卡加索夫', '比安卡·A·桑托斯', '道格拉斯·史密斯', '雪莱·亨尼格', '桑尼·梅·艾利森', '林·沙烨', '克劳迪娅·卡茨', '罗宾·莱弗里', '马修·塞特尔']",5.4, 美国,斯蒂尔斯·怀特,"['动作', '惊悚', '恐怖', '冒险']", 英语,https://movie.douban.com/subject/3014399/,2014-10-24(美国),89分钟,死亡占卜 Ouija,4145,"['亚当·霍罗威茨', '爱德华·基齐斯']"
1,"['杨玏', '归亚蕾', '邱林', '徐才根', '陶慧敏', '马伊琍', '史可', '白雪', '史航', '谈莉娜']",5.1, 中国大陆,阿年,"['剧情', '爱情']", 汉语普通话,https://movie.douban.com/subject/27157989/,2019-09-12(中国大陆),98分钟,拿摩一等,396,"['唐佩璐', '陈丹路', '徐艺', '岳小焜', '尤娜']"
2,"['达米安·萨格', '希西莉亚·卡拉', '葛里高利·巴奎特']",9.4, 法国,Redha,"['剧情', '爱情', '歌舞']", 法语,https://movie.douban.com/subject/25928148/,2002-02-06(法国),140分钟,罗密欧与朱丽叶 Roméo & Juliette: De la haine à l'amour,4597,"['莎士比亚', 'Gérard Presgurvic']"
3,"['绪方惠美', '三石琴乃', '山口由里子', '林原惠美', '宫村优子', '立木文彦', '清川元梦', '优希比吕', '长泽美树', '子安武人', '麦人', '关智一', '岩永哲哉', '岩男润子', '山寺宏一', '石田彰', '川村万梨阿', '矢岛晶子', '长嶝高士', '永野广一', '土井美加', '平松晶子', '铃木胜美', '泽木郁也', '山野井仁', '菅原淳一', '松本保典', '关俊彦']",9.3, 日本,庵野秀明,"['剧情', '科幻', '动画']", 日语,https://movie.douban.com/subject/20458867/,1998-03-07(日本),160分钟,新世纪福音战士剧场版：复兴 新世紀エヴァンゲリオン DEATH (TRUE)2 / Air / まごころを、君に,4716,"['庵野秀明', '萨川昭夫']"
4,"['亚历山德拉·艾迪尼', '尼克斯·普尔索尼迪斯', '吉欧格·亚曼尼斯', '瓦西利斯·科洛沃斯', '伊娃·科塔曼尼多', '陶拉·斯塔索普洛斯', 'Thalia Argyriou', 'Smaro Gaitanidou', '米哈利斯·扬纳托斯', '格里戈里斯·埃万耶拉托斯', 'Aliki Kamineli', 'Andromahi Hrysomalli', 'Alex Moukanos', 'Thodoros Teknetzidis', 'Dimitris Kolovos', 'George Houliaras']",9, 希腊 / 法国 / 意大利 / 德国,西奥·安哲罗普洛斯,"['剧情', '爱情', '历史']", 希腊语,https://movie.douban.com/subject/1388180/,2004/2/12,Greece: 185 分钟,哭泣的草原 Τριλογ?α 1: Το Λιβ?δι που δακρ?ζει,5846,"['西奥·安哲罗普洛斯', '托尼诺·格拉', '帕特罗斯·马可瑞斯', 'Giorgio Silvagni']"
5,"['王菲', '窦靖童']",, 中国大陆 / 中国香港,Jennifer Chan,"['音乐', '真人秀']",,,,,王菲：幻乐一场,,"['王菲', '窦靖童']"
6,"['伯特·兰卡斯特', '克劳迪娅·卡汀娜', '阿兰·德龙', '保罗·斯托帕', '里娜·莫雷利']",8.8, 意大利 / 法国,卢基诺·维斯康蒂,"['剧情', '爱情', '历史', '战争']", 意大利语 / 拉丁语,https://movie.douban.com/subject/1293146/,1963-03-29(意大利),187分钟,豹 Il gattopardo,10742,"['苏索·切基·达米科', '帕斯夸莱·费斯塔·康帕尼莱', '卢基诺·维斯康蒂']"
7,"['役所广司', '稻垣吾郎', '高桥昌也', '小松政夫', '木村多江', '加藤爱', '八岛智人']",8.6, 日本,星护,"['剧情', '喜剧']", 日语,https://movie.douban.com/subject/1328665/,2004-10-25(东京国际电影节),121分钟,笑之大学 笑の大学,16230,['三谷幸喜']
8,"['仲代达矢', '新珠三千代', '加山雄三', '内藤洋子', '中丸忠雄', '佐藤庆', '西村晃', '中谷一郎', '田中邦卫', '三船敏郎', '香川良介', '藤原釜足', '天本英世', '小川安三', '川口敦子', '大木正司', '长谷川弘', '头师孝雄', '田中浩', '高松锦之助', '佐佐木孝丸']",8.6, 日本,冈本喜八,"['剧情', '动作']", 日语,https://movie.douban.com/subject/1440164/,1966-02-25(日本),120分钟,大菩萨岭 大菩薩峠,8239,"['桥本忍', '中里介山']"
9,"['大山信代', '小原乃梨子', '野村道子', '立壁和也', '肝付兼太']",8.6, 日本,芝山努,"['科幻', '动画', '冒险']", 日语,https://movie.douban.com/subject/1458899/,1991-03-09(日本),100分钟,哆啦A梦：大雄的阿拉伯之夜 ドラえもん のび太のドラビアンナイト,4621,['藤子·F·不二雄']
10,"['李萌', '梁明', '李纬', '石挥', '李凌云']",8.6, 中国大陆,陈西禾,['剧情'], 汉语普通话,https://movie.douban.com/subject/2208890/,1951,84分钟,姊姊妹妹站起来,4551,['陈西禾']
11,"['本尼迪克特·康伯巴奇', '杰米·帕克', '艾丹·麦克阿德尔', 'Christopher Good', 'Rowena Cooper', '丹尼尔·韦曼', 'Ferdinand Kingsley', 'David Baron', 'Stephanie Jacob', '凯瑟琳·坎特', '理查德·特林德', 'Jim Creighton', '艾伦·延托布']",8.5, 英国,Andrew Hutton,['剧情'], 英语,https://movie.douban.com/subject/4921358/,2010-04-05(英国),80分钟,梵高：画语人生 Vincent Van Gogh: Painted with Words,14871,"['Andrew Hutton', '艾伦·延托布']"
12,"['大山信代', '小原乃梨子', '立壁和也', '肝付兼太', '野村道子', '盐泽兼人', '伊仓一惠', '真殿光昭', '丹下樱', '秋元羊介', '中村大树', '森川智之']",8.5, 日本,芝山努,"['科幻', '动画', '冒险']", 日语,https://movie.douban.com/subject/1458904/,1996-03-02(日本),99分钟,哆啦A梦：大雄与银河超特急 ドラえもん のび太と銀河超特急,3987,['藤子·F·不二雄']
13,"['马蒂·佩龙帕', '吉姆·贾木许', '卡里·瓦纳宁', 'Sakke J?rvenp??', '萨卡里·库斯曼嫩', '西卢·塞佩莱', '马托·瓦尔托宁', '奥利·图奥米宁', '理查德·伯斯']",8.4, 芬兰 / 瑞典,阿基·考里斯马基,"['喜剧', '音乐']", 芬兰语 / 英语,https://movie.douban.com/subject/1316560/,1989-03-24(芬兰),78 分钟,列宁格勒牛仔征美记 Leningrad Cowboys Go America,9524,"['阿基·考里斯马基', 'Sakke J?rvenp??', '马托·瓦尔托宁']"
14,"['费·唐纳薇', '威廉·霍尔登', '彼得·芬奇', '罗伯特·杜瓦尔', '尼德·巴蒂', '比阿特丽斯·斯特雷特']",8.4, 美国,西德尼·吕美特,['剧情'], 英语,https://movie.douban.com/subject/1297531/,1976/11/27,121 分钟,电视台风云 Network,8887,['帕迪·查耶夫斯基']
15,"['杰奎琳·比塞特', '瓦伦蒂娜·格特斯', '达尼', '亚历山德拉·斯图尔特', '让-皮埃尔·奥蒙特', '让·尚皮翁', '让-皮埃尔·利奥德', '弗朗索瓦·特吕弗', '奈珂?阿瑞吉', '纳塔莉·贝伊', '贝尔纳·梅内斯']",8.4, 法国 / 意大利,弗朗索瓦·特吕弗,"['剧情', '喜剧', '爱情']", 法语 / 英语,https://movie.douban.com/subject/1293299/,1973/5/24,115 分钟,日以作夜 La nuit américaine,7316,"['弗朗索瓦·特吕弗', '让-路易·里夏尔', '苏珊·席夫曼']"
16,"['安东·叶利钦', '罗宾·威廉姆斯', '蒂娅·里欧妮', '埃里卡·巴杜', '大卫·杜楚尼', '弗兰克·兰格拉', '泽尔妲·威廉斯', '玛吉丽·阿马蒂', '奥加·索斯诺夫斯卡', '奥兰多·琼斯', 'Bernie Sheredy', '斯蒂芬·斯皮内拉', '爱丽丝·德拉蒙德', '哈罗德·卡蒂耶', '马克·马戈利斯']",8.2, 美国,大卫·杜楚尼,"['剧情', '喜剧']", 英语 / 法语,https://movie.douban.com/subject/1418691/,2004/5/7,USA: 96 分钟(Tribeca Film Festival),心碎往事 House of D,5141,['大卫·杜楚尼']
17,"['凯德·麦拉德', '丹尼·伯恩', '佐伊·费利克斯', '洛伦佐·奥斯利亚-福雷', '安·玛丽文', '菲利普·杜克斯纳', '盖伊·勒克卢瑟', '丽娜·雷诺', '米歇尔·加拉布吕', '斯特凡纳·弗雷斯', 'Patrick Bosso', '杰罗姆·芒德尔', 'Alexandre Carrière', '弗雷德·培森', 'Franck Andrieux', '热尼·克莱韦', '克里斯朵夫·罗西尼翁', '齐达内·苏阿内']",8.1, 法国,丹尼·伯恩,['喜剧'], 法语,https://movie.douban.com/subject/2988103/,2008-02-27(法国),106 分钟,欢迎来北方 Bienvenue chez les Ch'tis,26331,"['丹尼·伯恩', 'Alexandre Charlot', 'Franck Magnier']"
18,"['威廉·夏特纳', '伦纳德·尼莫伊', '德福雷斯特·凯利', '詹姆斯·杜汉', '武井乔治', '沃尔特·凯尼格', '尼切尔·尼克斯', '简·维亚特', '凯瑟琳·海克丝', '马克·雷纳德', '罗宾·柯蒂斯', '罗伯特·艾伦斯坦', '约翰·舒克', '布洛克·皮特斯', 'Michael Snyder']",8.1, 美国,伦纳德·尼莫伊,"['喜剧', '科幻', '冒险']", 英语,https://movie.douban.com/subject/1293325/,1986/11/26,119 分钟,星际旅行4：抢救未来 Star Trek IV: The Voyage Home,8588,"['吉恩·罗登贝瑞', '伦纳德·尼莫伊']"
19,"['米歇尔·皮科利', '朱丽叶·比诺什', '德尼·拉旺', '汉斯·迈尔', '朱莉·德尔佩', '卡罗尔·布鲁克斯', '乌戈·普拉特', '米雷耶·佩里耶', '塞尔日·雷吉亚尼', '弗朗索瓦·尼格雷特']",8.1, 法国,莱奥·卡拉克斯,"['剧情', '爱情', '犯罪']", 法语,https://movie.douban.com/subject/1301678/,1986/11/26,116 分钟,坏血 Mauvais sang,5746,['莱奥·卡拉克斯']
0,"['马修·阿马立克', '艾玛纽尔·塞尼耶', '玛丽-乔西·克罗兹', '安妮·康斯金尼']",7.9, 法国 / 美国,朱利安·施纳贝尔,"['剧情', '传记']", 法语,https://movie.douban.com/subject/1865561/,2007-05-22(戛纳电影节),112 分钟,潜水钟与蝴蝶 Le scaphandre et le papillon,35105,"['罗纳德·哈伍德', '让·多米尼克·鲍比']"
1,"['汤姆·克鲁斯', '杰克·尼科尔森', '黛米·摩尔', '凯文·贝肯', '基弗·萨瑟兰', '凯文·波拉克']",7.9, 美国,罗伯·莱纳,"['剧情', '悬疑', '惊悚', '犯罪']", 英语,https://movie.douban.com/subject/1295260/,1992/12/11,138 分钟,好人寥寥 A Few Good Men,10460,['艾伦·索金']
2,"['范伟', '陈小艺', '赵君', '张炜迅']",7.9, 中国大陆,安战军,['剧情'], 汉语普通话,https://movie.douban.com/subject/1915342/,2004-06(上海电影节),95分钟,看车人的七月,7007,['张挺']
3,"['道恩·强森', '艾勒比', '凯文·杜恩', 'L·斯科特·卡德维尔', '菲尔·乔安诺']",7.9, 美国,菲尔·乔安诺,"['剧情', '犯罪', '运动']", 英语,https://movie.douban.com/subject/1482089/,2006/9/15,125 分钟,重振球风 Gridiron Gang,5921,['Jeff Maguire']
4,"['狄龙', '梁朝伟', '梁家辉', '金燕玲', '秦沛', '黄斌', '林保怡', '江道海']",7.8, 中国香港,尔冬升,"['剧情', '动作', '犯罪']", 粤语,https://movie.douban.com/subject/1304753/,1987/12/3,82分钟,人民英雄,6245,"['尔冬升', '李百龄', '关耀荣']"
5,"['阿琼·卡普尔', '卡琳娜·卡普尔', '贾雅·巴杜里', '拉吉特·卡普尔', '斯瓦普·桑帕特', '阿米达普·巴强']",7.8, 印度,R·巴尔基,"['喜剧', '爱情']", 印地语 / 泰米尔语 / 泰卢固语,https://movie.douban.com/subject/26719781/,2016-04-01(印度),126分钟,他和她的故事 Ki & Ka,4604,"['R·巴尔基', '里希·维尔马尼']"
6,"['罗素·克劳', '玛丽昂·歌迪亚', '艾比·考尼什', '阿尔伯特·芬尼', '弗莱迪·海默', '汤姆·霍兰德', '雅奇·潘嘉比', '拉菲·斯波', '理查德·柯伊尔', '丹尼尔·梅斯']",7.7, 美国 / 英国,雷德利·斯科特,"['剧情', '喜剧', '爱情']", 英语 / 法语 / 俄语,https://movie.douban.com/subject/1482101/,2006-11-10(美国),118分钟,美好的一年 A Good Year,18313,"['Marc Klein', '彼得·梅尔']"
7,"['柯柯·帕尔莫', '劳伦斯·菲什伯恩', '柯蒂斯·阿姆斯壮', '安吉拉·贝塞特']",7.7, 美国,Doug Atchison,['剧情'], 英语,https://movie.douban.com/subject/1477506/,2006/4/28,112 分钟,阿基拉和拼字大赛 Akeelah and the Bee,13824,['Doug Atchison']
8,"['约翰·赫特', '理查德·伯顿', '苏珊娜·汉密尔顿', '西里尔·库萨克', '格莱格·费什尔', 'James Walker', 'Andrew Wilde', 'David Trevena', '戴维·坎恩', 'Anthony Benson', 'Peter Frye', '罗格·洛伊德-派克', 'Rupert Baderman', 'Corinna Seddon', 'Martha Parsey', '梅丽娜·肯德尔', 'Joscik Barbarossa', 'John Boswall', '鲍勃·弗莱格']",7.7, 英国,迈克尔·莱德福,"['剧情', '爱情', '科幻', '惊悚']", 英语,https://movie.douban.com/subject/1301849/,1984-10-10(英国),113分钟,一九八四 Nineteen Eighty-Four,11774,"['迈克尔·莱德福', '乔治·奥威尔']"
9,"['莎莉·霍金斯', '艾丽丝·克里奇', '鲁伯特·彭利-琼斯', '安东尼·海德', '朱莉娅·戴维斯', 'Michael Fenton Stevens', '玛丽·萧克莱 ', '彼得·怀特', 'Marion Bailey', '阿曼达·哈尔', 'Jennifer Higham', 'Rosamund Stephen', '斯特拉·古奈特', '山姆·哈兹尔丁', 'Louis Shergold']",7.7, 英国 / 美国,亚德里安·谢尔高德,"['剧情', '爱情']", 英语,https://movie.douban.com/subject/2039903/,2007-04-01(英国),92分钟,劝导 Persuasion,10575,"['西蒙·伯克', '简·奥斯汀']"
10,"['维果·莫腾森', '勒达·卡代布', 'Djemel Barek', 'Vincent Martin', '尼古拉斯·吉劳德', 'Jean-Jér?me Esposito', 'Hatim Sadiki', 'Yann Goven', 'Antoine Régent', '索妮娅·阿莫利', '安托万·劳伦特', '安赫拉·莫利纳', 'Yassir Jahraf', 'Salma A?t Idder', 'Abdellah Echabbi']",7.7, 法国,达维德·厄洛芬,"['剧情', '战争', '西部']", 法语 / 阿拉伯语,https://movie.douban.com/subject/24718802/,2014-08-31(威尼斯电影节),101分钟,远离人迹 Loin des hommes,4837,"['达维德·厄洛芬', '阿尔贝·加缪', '安托万·拉孔布莱']"
11,"['神谷浩史', '户松遥', '梶裕贵', '阿澄佳奈', '铃村健一', '丰崎爱生', '代永翼', '麻仓桃', '花江夏树', '绿川光', '雨宫天']",7.6, 日本,柳泽哲也,"['爱情', '动画']", 日语,https://movie.douban.com/subject/26546802/,2016-04-23(日本),63分钟,告白实行委员会：从很久以前就喜欢你了 ずっと前から好きでした。～告白実行委員会～,3418,['成田良美']
12,"['Mark Harmon', 'William Baldwin', 'Chris Noth', 'James Woods', 'Gina Torres', 'Bruce Davison']",7.5, 美国,刘山姆,"['动作', '科幻', '动画']", 英语,https://movie.douban.com/subject/3988857/,2010-02-23(美国),USA: 75 分钟,正义联盟：两个地球的危机 Justice League: Crisis on Two Earths,7267,['Dwayne McDuffie']
13,"['汤姆·汉克斯', '达丽尔·汉纳', '尤金·列维', '约翰·坎迪', '多迪·古德曼', '谢基·格林', '理查德·B·沙尔', '博比·迪奇科', '霍华德·莫里斯', '托尼·迪贝内代托', '帕特里克·克罗宁', '查尔斯·沃克', '戴维·奈尔', '杰夫·道切特', '罗伊斯·D.阿普勒加特', '托尼·隆哥', '诺拉·丹尼', '乔·格里法西', '兰斯·霍华德', '洛维尔·冈茨', '巴巴卢·曼德尔', 'Lee Delano', 'Migdia Chinea', 'Than Wyenn', 'Eileen Saki', '比尔·斯米托洛维奇', 'Nancy Raffa', 'David Kreps', 'Jason Late', 'Shayla Mackarvich']",7.4, 美国,朗·霍华德,"['喜剧', '爱情', '奇幻']", 英语 / 瑞典语,https://movie.douban.com/subject/1292906/,1984-03-09(美国),111分钟,美人鱼 Splash,12337,"['布莱恩·格雷泽', '布鲁斯·杰·弗里德曼', '洛维尔·冈茨', '巴巴卢·曼德尔']"
14,"['严正化', '宋承宪', '金相浩', '罗美兰', '徐信爱']",7.4, 韩国,姜孝镇,['喜剧'], 韩语,https://movie.douban.com/subject/26050295/,2015-08-13(韩国),125分钟,妻子小姐 ?? ???,8862,['金帝荣']
15,"['妮可·基德曼', '艾伦·艾克哈特', '黛安·韦斯特', '迈尔斯·特勒', '坦米·布兰查德', '吴珊卓', '吉安卡罗·埃斯波西托', '乔恩·坦尼', '斯蒂芬·梅尔勒', '麦克·道尔', '罗伯塔·瓦拉赫', '帕特丽夏·考莱姆伯']",7.3, 美国,约翰·卡梅隆·米切尔,"['剧情', '家庭']", 英语,https://movie.douban.com/subject/3641108/,2010-09-13(多伦多电影节),91分钟,兔子洞 Rabbit Hole,35101,['大卫·林赛-阿贝尔']
16,"['马特·达蒙', '安吉丽娜·朱莉', '亚历克·鲍德温', '坦米·布兰查德', '比利·克鲁德普', '罗伯特·德尼罗', '凯尔·杜拉', '迈克尔·刚本', '马蒂娜·格德克', '威廉·赫特', '蒂莫西·赫顿', '马克·伊瓦涅', '盖布瑞·马赫特', '李·佩斯', '乔·佩西', '埃迪·雷德梅恩']",7.3, 美国,罗伯特·德尼罗,"['剧情', '惊悚']", 英语 / 西班牙语 / 俄语 / 德语 / 林加拉语,https://movie.douban.com/subject/1477206/,2006/12/22,167 分钟,特务风云 The Good Shepherd,12284,['艾瑞克·罗斯']
17,"['克里斯汀·肯诺恩斯', '埃文·蕾切尔·伍德', '彼得·斯特曼', '艾伦·卡明', '玛娅·鲁道夫', '阿尔弗雷德·莫里纳', '山姆·帕莱迪奥', '伊利亚·凯利', '鲍勃·爱因斯坦', 'Meredith Anne Bull', '罗比·戴蒙德', 'Llou Johnson']",7.3, 美国,嘉里·瑞德斯托姆,"['动画', '歌舞', '家庭', '奇幻']", 英语,https://movie.douban.com/subject/26258752/,2015-01-23(美国),99分钟,仲夏夜魔法 Strange Magic,7668,"['大卫·贝伦鲍姆', '乔治·卢卡斯', '艾琳·梅琪', '嘉里·瑞德斯托姆']"
18,"['松坂桃李', '尾野真千子', '生濑胜久', '田中要次', '福田転球', '阿部亮平', '薬丸翔', '小久保寿人', '佐藤乃莉']",7.3, 日本,落合正幸,"['剧情', '悬疑', '犯罪']", 日语,https://movie.douban.com/subject/34947803/,2020-03-01(日本),101分钟,微笑的人 微笑む人,1687,['秦建日子']
19,"['凯文·康瑞', '塔拉·斯特朗', '凯拉·塞吉维克', '小埃弗伦·津巴利斯特', '艾力·马伦斯奥']",7.2, 美国,Curt Geda,"['动作', '动画', '悬疑', '冒险']", 英语,https://movie.douban.com/subject/3176141/,2003/10/21,Argentina: 74 分钟,蝙蝠侠：蝙蝠女侠之谜 Batman: Mystery of the Batwoman,876,['Alan Burnett']
